username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
mariaelenalusna;2016/01/01 18:59;0;1;"@PlataformaALTO @EnriquePenalosa Gracias Alcalde por tener en cuenta a seres indefensos que no pueden hablar pero gritan ayuda!!!";;@PlataformaALTO @EnriquePenalosa;;"683075141623005184";https://twitter.com/mariaelenalusna/status/683075141623005184
jairohg;2016/01/01 18:58;0;1;"@GustavoBolivar @freito Y después dirán que todo es obra del gran urbanista @EnriquePenalosa. Gran prensa.";;@GustavoBolivar @freito @EnriquePenalosa;;"683074832515383298";https://twitter.com/jairohg/status/683074832515383298
colombianjour;2016/01/01 18:57;0;0;"@ELROLODELA14 @EnriquePenalosa Se nota que ni siquiera pasó la primaria. Qué vergüenza expresarse así. Pobre diablo.";;@ELROLODELA14 @EnriquePenalosa;;"683074681851744257";https://twitter.com/colombianjour/status/683074681851744257
eldeltapabocas;2016/01/01 18:57;25;28;"Apreciado @EnriquePenalosa: TODOS los días tuitearé ésta foto. TODOS LOS DÍAS DE TU GOBIERNO. Picos. pic.twitter.com/kq8a2Bbm2Q";;@EnriquePenalosa;;"683074592395661314";https://twitter.com/eldeltapabocas/status/683074592395661314
pierrealee;2016/01/01 18:57;0;0;"Todo lo que empieza mal @EnriquePenalosa termina mal http://www.kienyke.com/kien-escribe/penalosa-empezo-mal/ …";Barranquilla, Colombia;@EnriquePenalosa;;"683074519469264896";https://twitter.com/pierrealee/status/683074519469264896
pangel1960;2016/01/01 18:56;0;0;"@ContraGodarria @FelipeAcevedoM @EnriquePenalosa no ha empezado a gobernar y el que tiene avatar de Stalin ya augura mal. Buena señal!";;@ContraGodarria @FelipeAcevedoM @EnriquePenalosa;;"683074371720744960";https://twitter.com/pangel1960/status/683074371720744960
Angelic684;2016/01/01 18:56;0;0;"@EnriquePenalosa Esperamos todo su compromiso y honestidad con los Bogotanos. Dios le ha dado una gran oportunidad de servir a los demás.";;@EnriquePenalosa;;"683074355232960514";https://twitter.com/Angelic684/status/683074355232960514
LopezMelt7799;2016/01/01 18:55;0;0;""@EnriquePocacosa:Nosotros siempre pensamos en los más débiles..."Obvio que por eso le compramos los votos justo a ellos..." @EnriquePenalosa";;@EnriquePocacosa @EnriquePenalosa;;"683074215604535301";https://twitter.com/LopezMelt7799/status/683074215604535301
paltrich;2016/01/01 18:55;0;0;"Empezó un nuevo año y un nuevo mandato. La mejor energía a @EnriquePenalosa y que la maravillosa Bogotá vuelva a ser realidad! #2016";;@EnriquePenalosa;#2016;"683073998339596288";https://twitter.com/paltrich/status/683073998339596288
margaritavela;2016/01/01 18:54;0;0;"@Fernand30913891 Y esperemos que el desastre que deje @EnriquePenalosa después de esta alcaldía no sea peor.";;@Fernand30913891 @EnriquePenalosa;;"683073792969695237";https://twitter.com/margaritavela/status/683073792969695237
KikePrivatiza;2016/01/01 18:51;0;2;"Necesito+personal para mi Alcaldía.Requisitos:No tener conciencia,ser Descarado Profesional,Mentir con facilidad.Informes a: @enriquepenalosa";;@enriquepenalosa;;"683073097256275968";https://twitter.com/KikePrivatiza/status/683073097256275968
andres32121;2016/01/01 18:51;1;1;"@YesidLancheros @EnriquePenalosa parece cartel de optometría";;@YesidLancheros @EnriquePenalosa;;"683073044311617536";https://twitter.com/andres32121/status/683073044311617536
Camvios;2016/01/01 18:50;0;0;"@FelipeAcevedoM @EnriquePenalosa fue una de sus preocupaciones de campaña y hoy lo reiteró en su posesión.";;@FelipeAcevedoM @EnriquePenalosa;;"683072862060703744";https://twitter.com/Camvios/status/683072862060703744
chessartmonroy;2016/01/01 18:50;0;0;"@Bogota_DC @EnriquePenalosa como hizo de bien la tarea de leer el libreto hoy. Así serán estos 4 años, libreto a cargo de @German_Vargas";;@Bogota_DC @EnriquePenalosa @German_Vargas;;"683072775762894848";https://twitter.com/chessartmonroy/status/683072775762894848
jcmc2011;2016/01/01 18:47;0;0;"Los 9 mensajes clave en el discurso de Enrique Peñalosa http://www.eltiempo.com/bogota/puntos-clave-de-discurso-de-enrique-penalosa/16471188 … vía @ELTIEMPO excelente @EnriquePenalosa ..JC";;@ELTIEMPO @EnriquePenalosa;;"683072015700508672";https://twitter.com/jcmc2011/status/683072015700508672
Raimundoverde;2016/01/01 18:46;0;0;"Mi apoyo a @EnriquePenalosa ha sido perenne e irrestricto. No espero nada personal. Quiero que administre la ciudad. @luciabastidasu";San Andrés, Colombia;@EnriquePenalosa @luciabastidasu;;"683071767338991623";https://twitter.com/Raimundoverde/status/683071767338991623
margaritavela;2016/01/01 18:45;0;0;"@Fernand30913891 @VLADDO @EnriquePenalosa Ojalá...hablamos en 3 años, a ver.";;@Fernand30913891 @VLADDO @EnriquePenalosa;;"683071694685257728";https://twitter.com/margaritavela/status/683071694685257728
skinfc;2016/01/01 18:44;0;0;"Ya abrió el paraguas la rata esta ... @EnriquePenalosa https://twitter.com/HaroldAbueta/status/682991194939461632 …";;@EnriquePenalosa;;"683071437192720384";https://twitter.com/skinfc/status/683071437192720384
FelipeAcevedoM;2016/01/01 18:43;3;2;"Espero que @enriquepenalosa cumpla y ponga fin a este tipo de cosas en Transmilenio #FavorRThttp://youtu.be/9jD3f3p00VY ";;@enriquepenalosa;#FavorRThttp;"683071186645958656";https://twitter.com/FelipeAcevedoM/status/683071186645958656
rhrojast;2016/01/01 18:43;0;0;". @EnriquePenalosa @MauricioCard @MinHacienda @FDNcolombia No a la suspensión del Metro de Bogot... https://www.change.org/p/enriquepenalosa-mauriciocard-minhacienda-fdncolombia-no-a-la-suspensi%C3%B3n-del-metro-de-bogot%C3%A1-movilidad-digna-ya?recruiter=145504310&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_twitter_responsive … vía @ChangeOrgCO";;@EnriquePenalosa @MauricioCard @MinHacienda @FDNcolombia @ChangeOrgCO;;"683070970270191616";https://twitter.com/rhrojast/status/683070970270191616
rhrojast;2016/01/01 18:42;0;0;". @EnriquePenalosa @Prensa_Alcaldia garantice la conservación de reservas forestales, acuíferos... https://www.change.org/p/enriquepenalosa-prensa-alcaldia-garantice-la-conservaci%C3%B3n-de-reservas-forestales-acu%C3%ADferos-y-humedales?recruiter=145504310&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_twitter_responsive … vía @ChangeOrgCO";;@EnriquePenalosa @Prensa_Alcaldia @ChangeOrgCO;;"683070781924995073";https://twitter.com/rhrojast/status/683070781924995073
NoticiasRCN;2016/01/01 18:42;35;41;""No habrá milagros. Pero estamos preparados para enfrentar los retos": @EnriquePenalosa. http://bit.ly/1NZDq0Q pic.twitter.com/TrnnqwXuK3";;@EnriquePenalosa;;"683070704498036737";https://twitter.com/NoticiasRCN/status/683070704498036737
LucianoTorresC;2016/01/01 18:41;2;1;"El decreto de "rascacielos" de la "Bogotá carreta" será derogado por @EnriquePenalosa. A ese adefesio que se inventó Petro le quedan horas.";;@EnriquePenalosa;;"683070475812106240";https://twitter.com/LucianoTorresC/status/683070475812106240
skinfc;2016/01/01 18:41;0;0;"@EnriquePenalosa la idea no es q haga milagros . ya esta abriendo el paraguas .. Veo q mañana no haya trancones y mucha seguridad";;@EnriquePenalosa;;"683070451359285248";https://twitter.com/skinfc/status/683070451359285248
luciabastidasu;2016/01/01 18:37;12;40;"Feliz con el alcalde @EnriquePenalosa en la posesión como concejal de la ciudad. Infinitas gracias a todos pic.twitter.com/lsJKtIeicZ";;@EnriquePenalosa;;"683069452200587265";https://twitter.com/luciabastidasu/status/683069452200587265
PenalosaTV;2016/01/01 18:36;0;0;"@EnriquePenalosa ya contrató los estudios del metro? Se le hace tarde";;@EnriquePenalosa;;"683069311993430018";https://twitter.com/PenalosaTV/status/683069311993430018
sguatameg;2016/01/01 18:36;0;0;"El especial de inocentes a cuenta de @EnriquePenalosa titulado #BogotáMejorParaTodos estuvo mejor que el del 28.";;@EnriquePenalosa;#Bogot;"683069217139245056";https://twitter.com/sguatameg/status/683069217139245056
pachomiranda;2016/01/01 18:35;0;1;"Arranca la 2da administración de @EnriquePenalosa : doble reto y oportunidad de continuar visión anterior y de adaptarla a nueva realidad.";;@EnriquePenalosa;;"683069156166504449";https://twitter.com/pachomiranda/status/683069156166504449
1974orlando;2016/01/01 18:31;0;0;"Inicia nuevos aires para #BogotaMejorParaTodos y se espera la experiencia @LuisGMurillo en temas de comunidades @EnriquePenalosa";;@LuisGMurillo @EnriquePenalosa;#BogotaMejorParaTodos;"683068053152751616";https://twitter.com/1974orlando/status/683068053152751616
hernancadavidma;2016/01/01 18:31;1;0;"@AurelioSuarez @EnriquePenalosa @mjsarmientoa La izquierda que no hizo y tampoco deja hacer. Otros si podrán";;@AurelioSuarez @EnriquePenalosa @mjsarmientoa;;"683067972349476865";https://twitter.com/hernancadavidma/status/683067972349476865
ersuarez;2016/01/01 18:30;0;0;"@Prensa_Alcaldia @EnriquePenalosa alcalde. Vamos a acabar contratos de ciencia y tecnologia que hacianbera construcciones";;@Prensa_Alcaldia @EnriquePenalosa;;"683067908168269824";https://twitter.com/ersuarez/status/683067908168269824
MARIAELISAURIBE;2016/01/01 18:30;0;2;"#BogotaMejorParaTodos según discurso de @EnriquePenalosa que no será un milagro pero si el fruto de retos, pasión y vocación de servicio.";;@EnriquePenalosa;#BogotaMejorParaTodos;"683067804040454144";https://twitter.com/MARIAELISAURIBE/status/683067804040454144
trinoportuno;2016/01/01 18:29;0;0;"Como será de bueno @EnriquePenalosa que lleva apenas 1 día de alcalde y hoy no hay trancones y el aire esta más limpio en Bogotá";;@EnriquePenalosa;;"683067557880971265";https://twitter.com/trinoportuno/status/683067557880971265
ggomezca;2016/01/01 18:28;1;0;"@acostajaime @elcolombiano @EnriquePenalosa @EPMestamosahi Tristemente lo único que salvaría ese negociando es que no haya oferentes";;@acostajaime @elcolombiano @EnriquePenalosa @EPMestamosahi;;"683067347758878721";https://twitter.com/ggomezca/status/683067347758878721
Andres_Bernalf;2016/01/01 18:28;0;1;"@ursulasola en nombre de supuestas "eficiencias presupuestales" @enriquepenalosa esconde politica privatizadora. Caso TM y APPs muestra ello";;@ursulasola @enriquepenalosa;;"683067195220426752";https://twitter.com/Andres_Bernalf/status/683067195220426752
johngito;2016/01/01 18:27;0;0;"@kienyke @EnriquePenalosa @JERobledo me imagino los mamertos de la izquierda criticando como si tuvieran Autoridad moral 12 Terribles años";;@kienyke @EnriquePenalosa @JERobledo;;"683066997928779780";https://twitter.com/johngito/status/683066997928779780
7MarcoFidelR;2016/01/01 18:27;3;4;"@concejodebogota "Que Dios nos ayude, juntos podemos construir una Bogotá mejor para todos". Buena esa Alcalde @EnriquePenalosa";;@concejodebogota @EnriquePenalosa;;"683066933193891841";https://twitter.com/7MarcoFidelR/status/683066933193891841
fgamaraad;2016/01/01 18:26;0;0;"Éxitos en la gestión del alcalde @EnriquePenalosa y a su gabinete. Que Dios les ilumine para que logren sus objetivos.";Bogotá, D.C., Colombia;@EnriquePenalosa;;"683066922741686273";https://twitter.com/fgamaraad/status/683066922741686273
leosierra065;2016/01/01 18:26;0;0;"Para concejal @mjsarmientoa el alcalde @EnriquePenalosa arrancó mal porque respondió a la oposición con falsedades, frente a privatización";;@mjsarmientoa @EnriquePenalosa;;"683066802587459584";https://twitter.com/leosierra065/status/683066802587459584
CarlosGarciaOCE;2016/01/01 18:23;0;0;"El Polo está en oposición a @EnriquePenalosa y todos aquellos que perjudiquen los intereses de los ciudadanos https://twitter.com/mjsarmientoa/status/683036010557616128 …";;@EnriquePenalosa;;"683066160011710464";https://twitter.com/CarlosGarciaOCE/status/683066160011710464
CamiloMontes;2016/01/01 18:23;1;0;"@marcoarizad Puede conocer detalles de nuestros planteamientos al Alcalde @EnriquePenalosa en http://andi.com.co/SBCB/Documents/Documento%20Para%20Candidatos%20Versi%C3%B3n%204.pdf … Clave competitividad";;@marcoarizad @EnriquePenalosa;;"683065992881278977";https://twitter.com/CamiloMontes/status/683065992881278977
SebastianPoveda;2016/01/01 18:22;0;1;"Bogotá se ve mas hermosa sin @petrogustavo esperemos que @EnriquePenalosa haga un buen gobierno y nos reconstruya la ciudad.";;@petrogustavo @EnriquePenalosa;;"683065886509559808";https://twitter.com/SebastianPoveda/status/683065886509559808
ayudar_y_servir;2016/01/01 18:22;0;1;"@EnriquePenalosa https://www.youtube.com/watch?feature=player_embedded&v=HfrBFM8L64Y … … UN modelo Matematico para TRANSMILENIO @DanielRaisbeck @NoticiasRCN @robertohin @ghitis";;@EnriquePenalosa @DanielRaisbeck @NoticiasRCN @robertohin @ghitis;;"683065823326519296";https://twitter.com/ayudar_y_servir/status/683065823326519296
ursulasola;2016/01/01 18:22;0;1;"No @AurelioSuarez el alcalde @EnriquePenalosa habló de la eficiencia de empresas privadas, no de privatización de las empresas @mjsarmientoa";;@AurelioSuarez @EnriquePenalosa @mjsarmientoa;;"683065743282450432";https://twitter.com/ursulasola/status/683065743282450432
gabrielherz;2016/01/01 18:21;0;0;"@Bogota_DC @EnriquePenalosa sin discriminación a los que piensan diferente ni a los radicales como Petro";;@Bogota_DC @EnriquePenalosa;;"683065623111405569";https://twitter.com/gabrielherz/status/683065623111405569
kienyke;2016/01/01 18:21;3;1;"@EnriquePenalosa empezó peor de lo esperado, texto de @JERobledohttp://bit.ly/1R54stS ";;@EnriquePenalosa @JERobledohttp;;"683065547005759490";https://twitter.com/kienyke/status/683065547005759490
gabrielherz;2016/01/01 18:20;0;0;"@AmbienteBogota @EnriquePenalosa #BogotaMejorParaTodos sin mesianismo, sin corrupción, ni nepotismo. Volver la vista al ciudadano eso es paz";;@AmbienteBogota @EnriquePenalosa;#BogotaMejorParaTodos;"683065408899932160";https://twitter.com/gabrielherz/status/683065408899932160
CanalCapital;2016/01/01 18:20;10;7;"Nueva Secretaria de Hacienda es Beatriz Arbeláez #BogotaMejorParaTodos @EnriquePenalosa pic.twitter.com/Lt34rq5sla";;@EnriquePenalosa;#BogotaMejorParaTodos;"683065192335294466";https://twitter.com/CanalCapital/status/683065192335294466
MARIAELISAURIBE;2016/01/01 18:20;0;1;"#BogotaMejorParaTodos significa según discurso de @EnriquePenalosa que puede tenerse la ambición de ser una "ciudad hermosa y con carácter"";;@EnriquePenalosa;#BogotaMejorParaTodos;"683065184592736260";https://twitter.com/MARIAELISAURIBE/status/683065184592736260
LoroBlog;2016/01/01 18:19;0;0;"@AmbienteBogota @NataliaParraOso @EnriquePenalosa Los animales invulnerables, como este loro pirata, que damos tristeza ¿también?";;@AmbienteBogota @NataliaParraOso @EnriquePenalosa;;"683064974583947264";https://twitter.com/LoroBlog/status/683064974583947264
gabrielherz;2016/01/01 18:19;0;0;"@Jorgebta @EnriquePenalosa cultura ciudadana y equidad para la paz #BogotaMejorParaTodos oportunidades, derechos pero rescatar deberes...";;@Jorgebta @EnriquePenalosa;#BogotaMejorParaTodos;"683064921291145219";https://twitter.com/gabrielherz/status/683064921291145219
Deliana07;2016/01/01 18:18;8;4;". @elespectador . @ELTIEMPO . @EEopinion Uno analiza a @EnriquePenalosa y al parecer tragedia LUNA PARK no lo trasnochó pic.twitter.com/HIoYZI2j63";;@elespectador @ELTIEMPO @EEopinion @EnriquePenalosa;;"683064725689765888";https://twitter.com/Deliana07/status/683064725689765888
AurelioSuarez;2016/01/01 18:18;57;16;"Me informan que @EnriquePenalosa justificó privatizaciones de acueductos en polémica con concejal @mjsarmientoa en instalación del Concejo.";;@EnriquePenalosa @mjsarmientoa;;"683064684275187715";https://twitter.com/AurelioSuarez/status/683064684275187715
MARIAELISAURIBE;2016/01/01 18:17;1;2;"#BogotaMejorParaTodos significa según discurso de @EnriquePenalosa que la dignidad de la persona será el fundamento sin distingo alguno.";;@EnriquePenalosa;#BogotaMejorParaTodos;"683064610879045632";https://twitter.com/MARIAELISAURIBE/status/683064610879045632
rubenosm;2016/01/01 18:17;0;2;"@BatiJess esa es la foto de @EnriquePenalosa el 31 de diciembre de 2019";;@BatiJess @EnriquePenalosa;;"683064516188307456";https://twitter.com/rubenosm/status/683064516188307456
acostajaime;2016/01/01 18:17;1;1;"Por qué EPM y EEB no compran Isagen? y evitar no hacer un desastroso negocio para Colombia. @elcolombiano @EnriquePenalosa @sergio_fajardo";;@elcolombiano @EnriquePenalosa @sergio_fajardo;;"683064423074906112";https://twitter.com/acostajaime/status/683064423074906112
BrandalAire;2016/01/01 18:16;0;0;"Uno sospecha contra qué luchaba @petrogustavo cuando ve a la mayoría de invitados de @EnriquePenalosa en su posesión.";;@petrogustavo @EnriquePenalosa;;"683064156841504768";https://twitter.com/BrandalAire/status/683064156841504768
Pia_Barragan;2016/01/01 18:15;2;3;"Ojalá que la renovación se viva en Bogotá y que logre irradiar otros aires de liderazgo en el país con la nueva alcaldía de @EnriquePenalosa";;@EnriquePenalosa;;"683064095743033344";https://twitter.com/Pia_Barragan/status/683064095743033344
HelenUribista;2016/01/01 18:15;2;0;"Hizo bien @EnriquePenalosa Al no referirse sobre ese tema. https://twitter.com/jbedoyalima/status/682977484757938176 …";;@EnriquePenalosa;;"683063920395956224";https://twitter.com/HelenUribista/status/683063920395956224
BrandalAire;2016/01/01 18:14;0;0;"Uno sospecha contra qué luchaba @petrogustavo cuando ve a las personas invitadas a la posesión de @EnriquePenalosa";;@petrogustavo @EnriquePenalosa;;"683063685087150081";https://twitter.com/BrandalAire/status/683063685087150081
dcubidev;2016/01/01 18:13;0;0;"@Bogota_DC Perdón, por confusión mi usuario @dcubidev , está bloqueado desde la cuenta de @EnriquePenalosa , ¿pueden desbloquearme? Gracías.";;@Bogota_DC @dcubidev @EnriquePenalosa;;"683063603931574277";https://twitter.com/dcubidev/status/683063603931574277
Deliana07;2016/01/01 18:13;4;0;". @WRadioColombia . @BluRadioCo Uno analiza a . @EnriquePenalosa y al parecer tragedia LUNA PARK no lo trasnochó.. pic.twitter.com/cEsiWDzPWY";;@WRadioColombia @BluRadioCo @EnriquePenalosa;;"683063538152255489";https://twitter.com/Deliana07/status/683063538152255489
acacirense;2016/01/01 18:12;0;0;"ahora hay q tener peajes q financien Infraestructura vial d los límites d la ciudad hacia adentro @EnriquePenalosa se vienen Peajes Urbanos.";;@EnriquePenalosa;;"683063186938019844";https://twitter.com/acacirense/status/683063186938019844
jorgepatarroyo1;2016/01/01 18:12;0;0;"Felicitaciones @EnriquePenalosa mucho trabajo,servicio y dedicacion en estos 4 años por la #BogotaMejorParaTodos que merecen los capitalinos";Chinácota, Colombia;@EnriquePenalosa;#BogotaMejorParaTodos;"683063162929868800";https://twitter.com/jorgepatarroyo1/status/683063162929868800
pablalex;2016/01/01 18:09;0;1;"@Mediarse @GiordanoBrunoFi los recicladores, los habitantes de calle, los drogodependientes ellos también, no se le olvide @EnriquePenalosa";;@Mediarse @GiordanoBrunoFi @EnriquePenalosa;;"683062523906650113";https://twitter.com/pablalex/status/683062523906650113
mirobaq;2016/01/01 18:06;0;0;"@CanalCapital @EnriquePenalosa y así por toda Bogotá. Cuanto creen que costó esto ? Sin necesidad";;@CanalCapital @EnriquePenalosa;;"683061789513367554";https://twitter.com/mirobaq/status/683061789513367554
andresbarretog;2016/01/01 18:06;0;0;"Seamos Bogotanos por encima de los partidos políticos, nuestra ciudad nos necesita a todos. Que @EnriquePenalosa y al Concejo les vaya bien";;@EnriquePenalosa;;"683061656071598080";https://twitter.com/andresbarretog/status/683061656071598080
margaritavela;2016/01/01 18:06;0;0;"@Fernand30913891 @VLADDO @EnriquePenalosa Nos basamos en lo que ha hecho y en lo que dice que hará...la ventaja de ser viejo conocido.";;@Fernand30913891 @VLADDO @EnriquePenalosa;;"683061639487336450";https://twitter.com/margaritavela/status/683061639487336450
mirobaq;2016/01/01 18:05;0;0;"@CanalCapital @EnriquePenalosa acabo con una gran cantidad de árboles en el sector donde vivo y los reemplazo por caucho sabanero.";;@CanalCapital @EnriquePenalosa;;"683061515470127104";https://twitter.com/mirobaq/status/683061515470127104
ivan1860;2016/01/01 18:04;1;1;"No voté por @EnriquePenalosa pero le deseo todo el éxito del mundo, por Bogotá y por Colombia.";;@EnriquePenalosa;;"683061360108912640";https://twitter.com/ivan1860/status/683061360108912640
ginaparody;2016/01/01 18:04;23;39;"Estoy segura que @EnriquePenalosa será un buen aliado para #JornadaÚnica y construcción de nuevos colegiospic.twitter.com/BakiVjfE5s";;@EnriquePenalosa;#Jornada;"683061181033123840";https://twitter.com/ginaparody/status/683061181033123840
juanKArevaloP;2016/01/01 18:03;0;0;"@EnriquePenalosa saluda a los concejales del polo, en una conversación amena de cambio pic.twitter.com/Pcg2rFZ8zd";;@EnriquePenalosa;;"683061094961790978";https://twitter.com/juanKArevaloP/status/683061094961790978
liotcas;2016/01/01 18:02;2;0;"@CamiloMontes @BruceMacMaster @EnriquePenalosa @ANDI_colombia No se olvide q los empresarios son los q dan trabajo!";Bogotá, D.C., Colombia;@CamiloMontes @BruceMacMaster @EnriquePenalosa @ANDI_colombia;;"683060661165928449";https://twitter.com/liotcas/status/683060661165928449
CamiloMontes;2016/01/01 18:01;3;3;"4 planteamientos de afiliados #ANDIBogota a @EnriquePenalosa http://andi.com.co/SBCB/Documents/Documento%20Para%20Candidatos%20Versi%C3%B3n%204.pdf … @freddykastro @BruceMacMasterpic.twitter.com/wvwr2HFWWM";;@EnriquePenalosa @freddykastro @BruceMacMasterpic;#ANDIBogota;"683060605767516160";https://twitter.com/CamiloMontes/status/683060605767516160
cmariae_;2016/01/01 18:01;0;1;"Casi Que No Llega Este Día !!!Bienvenido @EnriquePenalosa A Recuperar El Daño de @petrogustavo con su #BogotaHumanapic.twitter.com/n83tKA9aG7";Bogotá, D.C., Colombia;@EnriquePenalosa @petrogustavo;#BogotaHumanapic;"683060569814003712";https://twitter.com/cmariae_/status/683060569814003712
MayorQuimbyPool;2016/01/01 17:59;0;0;"Iniciamos el mandato de @EnriquePenalosa sin agua en Suba.";;@EnriquePenalosa;;"683059981785133056";https://twitter.com/MayorQuimbyPool/status/683059981785133056
andresarellanob;2016/01/01 17:58;0;0;"@PPENSADOR @petrogustavo @EnriquePenalosa No pareces tan pensador...";;@PPENSADOR @petrogustavo @EnriquePenalosa;;"683059842723016704";https://twitter.com/andresarellanob/status/683059842723016704
rockoLina21;2016/01/01 17:58;0;0;"@Don_Darth @EnriquePenalosa JAJAJAJAJAJAJAJAJAJA";;@Don_Darth @EnriquePenalosa;;"683059806727475202";https://twitter.com/rockoLina21/status/683059806727475202
mmargaritamora;2016/01/01 17:58;0;4;"Los mejores deseos para todos los nuevos retos @EnriquePenalosa y mi compromiso como ciudadana pic.twitter.com/2Ds32CNwT4";;@EnriquePenalosa;;"683059683150688258";https://twitter.com/mmargaritamora/status/683059683150688258
afvillamizar;2016/01/01 17:57;7;11;"Hoy acompañé al alcalde @EnriquePenalosa y los concejales de Bogotá en su posesión. Éxitos en su gestión!!! pic.twitter.com/euq6dkSfaI";;@EnriquePenalosa;;"683059475226451968";https://twitter.com/afvillamizar/status/683059475226451968
acacirense;2016/01/01 17:57;3;1;"@petrogustavo recibió Alcaldia ante miles d personas, @EnriquePenalosa hoy en acto tipico d la política tradicional. pic.twitter.com/BuQ0s5Nef7";;@petrogustavo @EnriquePenalosa;;"683059426832572417";https://twitter.com/acacirense/status/683059426832572417
noira_rodriguez;2016/01/01 17:55;0;0;"@DanielBejarano_ @EnriquePenalosa se posesionó con orquesta de Petro y no tuvo la decencia de invitarlo! Jajajajaja";Bogotá, D.C., Colombia;@DanielBejarano_ @EnriquePenalosa;;"683058872450433024";https://twitter.com/noira_rodriguez/status/683058872450433024
JDMILLANGARCIA;2016/01/01 17:54;0;0;"Bueno @EnriquePenalosa no defraudó en si discurso de posesión, realmente era poco lo q se esperaba y poco lo q dijo, q peligro ese señor!";El Cerrito, Colombia;@EnriquePenalosa;;"683058807220629504";https://twitter.com/JDMILLANGARCIA/status/683058807220629504
hosman_martinez;2016/01/01 17:54;0;3;"Quiero ser parte de la revolución que plantea @EnriquePenalosa para construir una ciudad generadora de oportunidades pic.twitter.com/KWz33Xyyrx";;@EnriquePenalosa;;"683058789319348224";https://twitter.com/hosman_martinez/status/683058789319348224
CamiloMontes;2016/01/01 17:54;5;2;"Como bien le dijo @BruceMacMaster a @EnriquePenalosa cuando nos visitó en la #ANDIBogota. El mejor negocio...pic.twitter.com/nEZLjZtC1Y";;@BruceMacMaster @EnriquePenalosa;#ANDIBogota;"683058693127172096";https://twitter.com/CamiloMontes/status/683058693127172096
psicopolitico;2016/01/01 17:53;0;0;"Estaría pensando el la mal llamada "limpieza social" @EnriquePenalosa Debe aclarar https://twitter.com/HaroldLopezAv/status/682986035782004739 …";;@EnriquePenalosa;;"683058580782772225";https://twitter.com/psicopolitico/status/683058580782772225
cesarfloreza;2016/01/01 17:50;0;0;"@boston_r_s @BluRadioCo @EnriquePenalosa @petrogustavo @ClaraLopezObre si esto fuera cierto ..con las ganas de @PGN_COL ?";Sahagún, Colombia;@boston_r_s @BluRadioCo @EnriquePenalosa @petrogustavo @ClaraLopezObre @PGN_COL;;"683057816668614661";https://twitter.com/cesarfloreza/status/683057816668614661
sergycontreras;2016/01/01 17:50;0;0;"@PlataformaALTO @Darkcamel @EnriquePenalosa La derecha sólo se protege así misma y sus asquerosos y egoístas intereses.";Bogotá, D.C., Colombia;@PlataformaALTO @Darkcamel @EnriquePenalosa;;"683057790500364288";https://twitter.com/sergycontreras/status/683057790500364288
the_walked;2016/01/01 17:49;0;0;"Medios privados mandan a decir que ya pueden salir a la calle por qué con @EnriquePenalosa ya se acabo todo lo malo con solo Posesionarse.";;@EnriquePenalosa;;"683057571054399488";https://twitter.com/the_walked/status/683057571054399488
JuanpTello;2016/01/01 17:49;2;5;"@jbedoyalima @EnriquePenalosa @carlosfgalan @JuanManSantos ya va a armar otro show con eso?";;@jbedoyalima @EnriquePenalosa @carlosfgalan @JuanManSantos;;"683057372273704960";https://twitter.com/JuanpTello/status/683057372273704960
DoctorJRamirez;2016/01/01 17:48;3;3;"@Prensa_Alcaldia @Rodrigo_Lara_ @EnriquePenalosa Hizo la mejor elección con Dr. Luis Gonzalo Morales como Secretario de Salud gran acierto.";;@Prensa_Alcaldia @Rodrigo_Lara_ @EnriquePenalosa;;"683057151682691073";https://twitter.com/DoctorJRamirez/status/683057151682691073
NoTraigaMachete;2016/01/01 17:48;0;0;"Necesito que @EnriquePenalosa le ponga un tate quieto a mis vecinos costeños que no paran la rumba todavía. :(";;@EnriquePenalosa;;"683057123056574464";https://twitter.com/NoTraigaMachete/status/683057123056574464
strongandvict;2016/01/01 17:46;3;1;"@Calvin_dad @dpachon29 @HOLLMANMORRIS @EnriquePenalosa @petrogustavo Fuera comunistas de mierda de la ciudad y del país! Llegó el cambio";;@Calvin_dad @dpachon29 @HOLLMANMORRIS @EnriquePenalosa @petrogustavo;;"683056622827106304";https://twitter.com/strongandvict/status/683056622827106304
DoctorJRamirez;2016/01/01 17:45;4;3;"@carlosfgalan @Rodrigo_Lara_ @German_Vargas Felicitaciones tenemos un gran alcalde @EnriquePenalosa Aportaremos para tener una Bogotá Mejor.";;@carlosfgalan @Rodrigo_Lara_ @German_Vargas @EnriquePenalosa;;"683056544116781057";https://twitter.com/DoctorJRamirez/status/683056544116781057
JeimmyRomero;2016/01/01 17:42;0;0;"Amo mi ciudad Y debe existir un equilibrio entre la "Humanidad" y el medio ambiente @EnriquePenalosa #BogotaMejorParaTodos";Bogotá, D.C., Colombia;@EnriquePenalosa;#BogotaMejorParaTodos;"683055669013049346";https://twitter.com/JeimmyRomero/status/683055669013049346
delarosauno;2016/01/01 17:41;0;0;"Nuevo año y era para #Bogota. Si @EnriquePenalosa revalúa metro y urbanización de la sabana, quizás sea mejor @GustavoBolivar @petrogustavo";;@EnriquePenalosa @GustavoBolivar @petrogustavo;#Bogota;"683055349167960064";https://twitter.com/delarosauno/status/683055349167960064
