username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
cinicopaisa;2016/01/01 13:22;2;3;"No hay duda, administración de @EnriquePenalosa será 45% @German_Vargas";;@EnriquePenalosa @German_Vargas;;"682990267893452800";https://twitter.com/cinicopaisa/status/682990267893452800
kristianfreak;2016/01/01 13:22;0;0;"A trabajar como nunca @EnriquePenalosa .... yo creo en ud, #RecuperemosBogota";;@EnriquePenalosa;#RecuperemosBogota;"682990188553998336";https://twitter.com/kristianfreak/status/682990188553998336
Wilsonjhenao;2016/01/01 13:21;0;1;"#BogotaMejorParaTodos pues viendo el gabinete de @EnriquePenalosa , esta imagen me pone a pensar si es el caso. pic.twitter.com/xmidomIshi";;@EnriquePenalosa;#BogotaMejorParaTodos;"682990113140437002";https://twitter.com/Wilsonjhenao/status/682990113140437002
Anbustam;2016/01/01 13:21;0;1;"El ÚNICO alcalde de Bogotá en los últimos dice años es @EnriquePenalosa, los tres anteriores eran sólo ratas aprovechadas. #chaopetro";;@EnriquePenalosa;#chaopetro;"682990028423872512";https://twitter.com/Anbustam/status/682990028423872512
eldivanrojo;2016/01/01 13:21;2;1;"@luciabastidasu @EnriquePenalosa Lucha necesaria contra el machismo ;)";Fusagasugá, Colombia;@luciabastidasu @EnriquePenalosa;;"682989932307214337";https://twitter.com/eldivanrojo/status/682989932307214337
matutobe;2016/01/01 13:20;4;2;"El slogan del cementero @EnriquePenalosa,Bogota mejor para todos...pero para todos mis amigos!.";;@EnriquePenalosa;;"682989902926057472";https://twitter.com/matutobe/status/682989902926057472
GABICANDANGA;2016/01/01 13:20;0;0;"Agradeceria que @EnriquePenalosa le de una bofetada a todo empeño populista que haya dejado el incapaz gustavo petro https://twitter.com/Prensa_Alcaldia/status/682973575297372161 …";;@EnriquePenalosa;;"682989896202608640";https://twitter.com/GABICANDANGA/status/682989896202608640
CanalCapital;2016/01/01 13:20;5;4;"Bogotá ya cuenta con 13 secretarios y 19 directores de entidades, institutos y altas consejerías #BogotaMejorParaTodos @EnriquePenalosa";;@EnriquePenalosa;#BogotaMejorParaTodos;"682989688886411264";https://twitter.com/CanalCapital/status/682989688886411264
santiagopinzong;2016/01/01 13:19;0;2;"Toda la buena energia a @CristinaVelezV nueva Secretaria de la Mujer en el gran equipo de @EnriquePenalosa seguro realizara un gran trabajo!";;@CristinaVelezV @EnriquePenalosa;;"682989438763401216";https://twitter.com/santiagopinzong/status/682989438763401216
oscarjavmendoza;2016/01/01 13:18;0;0;"@EnriquePenalosa representa toda la maquinaria politiquera. espero que sea una buena alcaldía (será fácil superar la paupérrima previa)";;@EnriquePenalosa;;"682989282961801216";https://twitter.com/oscarjavmendoza/status/682989282961801216
UltraEfficiency;2016/01/01 13:18;1;2;"Bogotá se pudre en corrupción: @EnriquePenalosa debería estar en la Modelo, pero no, llega a Liévano. #SalvemosBogota";;@EnriquePenalosa;#SalvemosBogota;"682989244781060096";https://twitter.com/UltraEfficiency/status/682989244781060096
acsabarain;2016/01/01 13:17;0;2;"@VLADDO @EnriquePenalosa así es. Parte de cualquier cambio es que desde la orilla de la que sea seamos adeptos seamos incluyentes";;@VLADDO @EnriquePenalosa;;"682989151935983616";https://twitter.com/acsabarain/status/682989151935983616
CMILANOTICIA;2016/01/01 13:17;16;17;". @EnriquePenalosa anuncia reducción de gastos en todas las entidades http://ow.ly/WwhMV  #NuevoAlcaldeDeBogotápic.twitter.com/7dP6xmZcfQ";;@EnriquePenalosa;#NuevoAlcaldeDeBogot;"682989103160385536";https://twitter.com/CMILANOTICIA/status/682989103160385536
JaviGuacaneme;2016/01/01 13:17;9;11;"de fondo mural d los muchos q dejó BtáHumana x donde quiera @EnriquePenalosa encontrará a @petrogustavo INEVITABLEpic.twitter.com/Q4n51xoJFi";;@EnriquePenalosa @petrogustavo;;"682988924722102272";https://twitter.com/JaviGuacaneme/status/682988924722102272
javierfrc;2016/01/01 13:17;1;1;"Me comprometo a seguir trabajando por nuestra hermosa Bogotá #BogotaMejorParaTodos @EnriquePenalosa @German_Vargaspic.twitter.com/xxh1aijavk";;@EnriquePenalosa @German_Vargaspic;#BogotaMejorParaTodos;"682988919571496960";https://twitter.com/javierfrc/status/682988919571496960
AurelioSuarez;2016/01/01 13:16;7;4;"También, según @EnriquePenalosa, "la bicicleta es la revolución del siglo XXI "?";;@EnriquePenalosa;;"682988908272087040";https://twitter.com/AurelioSuarez/status/682988908272087040
juanfevives;2016/01/01 13:16;0;1;"Ojalá, por el bien de mi #Bogota, si sea una #BogotaMejorParaTodos @EnriquePenalosa https://twitter.com/noticiasrcn/status/682978915577643008 …";;@EnriquePenalosa;#Bogota #BogotaMejorParaTodos;"682988806279180290";https://twitter.com/juanfevives/status/682988806279180290
jmaciasa;2016/01/01 13:16;0;1;"@saladereaccion @EnriquePenalosa Esta será una cultura de cemento. Y el dedito ahí...";;@saladereaccion @EnriquePenalosa;;"682988798888787973";https://twitter.com/jmaciasa/status/682988798888787973
FelipePoveda;2016/01/01 13:16;0;0;"@CanalCapital @EnriquePenalosa ahora si me gusta Canal Capital!";;@CanalCapital @EnriquePenalosa;;"682988792895127552";https://twitter.com/FelipePoveda/status/682988792895127552
lapinedita;2016/01/01 13:15;3;12;"El nuevo alcalde @EnriquePenalosa y su gabinete q trabajarán para q personas como yo volvamos a amar a mi #Bogotápic.twitter.com/PJRtk8ihZk";;@EnriquePenalosa;#Bogot;"682988624867147776";https://twitter.com/lapinedita/status/682988624867147776
Hennypocahontas;2016/01/01 13:15;1;0;"@FelipeAcevedoM @German_Vargas @EnriquePenalosa @Citytv @Prensa_Alcaldia el que lidera en la Guajira donde mueren los niños de hambre.";;@FelipeAcevedoM @German_Vargas @EnriquePenalosa @Citytv @Prensa_Alcaldia;;"682988582156517378";https://twitter.com/Hennypocahontas/status/682988582156517378
carlosvilma;2016/01/01 13:15;0;0;"#UrgeABogota humanizar centro de la ciudad y proyectar el trabajo de vendedores informales y seguridad social @EnriquePenalosa @Bogota_DC";;@EnriquePenalosa @Bogota_DC;#UrgeABogota;"682988556760051712";https://twitter.com/carlosvilma/status/682988556760051712
OrtegaFede;2016/01/01 13:14;3;1;"Sectarismo nivel: Echo a todos del grupo de whatsapp porque ponen el nombre y logo de la nueva alcaldía de @EnriquePenalosa";;@EnriquePenalosa;;"682988401608515586";https://twitter.com/OrtegaFede/status/682988401608515586
GermanAragon;2016/01/01 13:14;0;0;""Qué Dios nos ayude, juntos vamos a hacer una Bogotá mejor para todos" @EnriquePenalosa";;@EnriquePenalosa;;"682988323435081729";https://twitter.com/GermanAragon/status/682988323435081729
hdmedgrijalba;2016/01/01 13:14;1;1;"@JuanLozano_R Si a @EnriquePenalosa le va bien, a todo Bogota le va bien! Dejar a un lado él egoísmo y buscar un propósito mayor!.";;@JuanLozano_R @EnriquePenalosa;;"682988279789174784";https://twitter.com/hdmedgrijalba/status/682988279789174784
jcontrerasa;2016/01/01 13:14;0;1;"A las 3 pm será la posesión del nuevo Concejo de Bogotá. Ahí estará presente @EnriquePenalosa, nuevo alcalde. Vía @ELTIEMPO";Bogotá, D.C., Colombia;@EnriquePenalosa @ELTIEMPO;;"682988249787293696";https://twitter.com/jcontrerasa/status/682988249787293696
jorge_marulanda;2016/01/01 13:14;3;0;"" @petrogustavo deja un gran reto a @EnriquePenalosa" Un toro #BogotaMejorParaTodos #BogotáSinToreo @BogotaSinToreopic.twitter.com/cUp4VZ8W8s";;@petrogustavo @EnriquePenalosa @BogotaSinToreopic;#BogotaMejorParaTodos #Bogot;"682988184381292544";https://twitter.com/jorge_marulanda/status/682988184381292544
AntonioEnMarcha;2016/01/01 13:14;0;2;"Lo bueno de que llegara @EnriquePenalosa es que será más fácil identificarlo como contradictor de clase, la pelea será mas clara...";;@EnriquePenalosa;;"682988174067535872";https://twitter.com/AntonioEnMarcha/status/682988174067535872
JaimeCaycedo;2016/01/01 13:13;5;5;"@EnriquePenalosa No mentó la palabra PAZ en su discurso.No dijo nada sobre«postconflicto»,sólo habló d seguridad. @notipaco @UP_Colombia";Candelaria, Colombia;@EnriquePenalosa @notipaco @UP_Colombia;;"682988056270499842";https://twitter.com/JaimeCaycedo/status/682988056270499842
GermanAragon;2016/01/01 13:13;0;0;""Que Dios nos ayude". @EnriquePenalosa";;@EnriquePenalosa;;"682988017141870592";https://twitter.com/GermanAragon/status/682988017141870592
mmpa9;2016/01/01 13:13;0;0;"Buen viento y buena mar a @EnriquePenalosa espero saludarlo proximamente. Feliz año nuevo.";;@EnriquePenalosa;;"682987954629812224";https://twitter.com/mmpa9/status/682987954629812224
cerotantra;2016/01/01 13:13;1;2;"GABINETE DE @EnriquePenalosa La misma secretaria de hacienda del gobierno de Samuel Moreno en el 2010";Bogotá, D.C., Colombia;@EnriquePenalosa;;"682987911554412551";https://twitter.com/cerotantra/status/682987911554412551
carlosvilma;2016/01/01 13:12;0;0;"#UrgeABogota hacer de colegios públicos y privados #ZonaDeSeguridad,acabar con vendedores de drogas @EnriquePenalosa @Bogota_DC";;@EnriquePenalosa @Bogota_DC;#UrgeABogota #ZonaDeSeguridad;"682987876104171521";https://twitter.com/carlosvilma/status/682987876104171521
carobricevital;2016/01/01 13:12;0;0;"nelsoncubides nuestro joven concejal electo en posesión de nuestro alcalde @enriquepenalosa… https://www.instagram.com/p/BAAYyOqGjbu/ ";Bogotá, D.C., Colombia;@enriquepenalosa;;"682987863445745665";https://twitter.com/carobricevital/status/682987863445745665
gorohachi76;2016/01/01 13:12;1;2;"@IDRD @EnriquePenalosa @CulturaenBta @BogotaMejorTodo @Bogota_DC @CanalCapital @Prensa_Alcaldia no es bueno ni para leer";;@IDRD @EnriquePenalosa @CulturaenBta @BogotaMejorTodo @Bogota_DC @CanalCapital @Prensa_Alcaldia;;"682987857707974656";https://twitter.com/gorohachi76/status/682987857707974656
GANICUS2011;2016/01/01 13:12;0;1;"@BluRadioCo @EnriquePenalosa Izquierda o Derecha, ambos son una farsa, no van sino por una cosa, dinero y poder con total impunidad.";;@BluRadioCo @EnriquePenalosa;;"682987815509032961";https://twitter.com/GANICUS2011/status/682987815509032961
KollCesar;2016/01/01 13:12;0;0;"Recomiendo seguir a @mjsarmientoa el concejal de Bogotá que hará parte de la oposición al gobierno @EnriquePenalosa. @PoloDemocratico";Guadalajara de Buga, Colombia;@mjsarmientoa @EnriquePenalosa @PoloDemocratico;;"682987774396477441";https://twitter.com/KollCesar/status/682987774396477441
Sollaverde;2016/01/01 13:12;0;1;"Bienvenido querido y esperado #alcalde @EnriquePenalosa #BogotaMejorParaTodos Dios lo bendiga en su trabajo";Venezuela;@EnriquePenalosa;#alcalde #BogotaMejorParaTodos;"682987772282564608";https://twitter.com/Sollaverde/status/682987772282564608
joacocorreal;2016/01/01 13:12;1;0;"@carlosvilma @EnriquePenalosa @Bogota_DC se deben hacer seguimientos de cumplimiento lo importante que Autoridad Policía y Comunidad se unan";;@carlosvilma @EnriquePenalosa @Bogota_DC;;"682987714061447168";https://twitter.com/joacocorreal/status/682987714061447168
gorohachi76;2016/01/01 13:12;0;2;"@CABLENOTICIAS @EnriquePenalosa si se arregla y se duplican las troncales, con que plata se construirá el metro? ya pelaste el cobre";;@CABLENOTICIAS @EnriquePenalosa;;"682987704427130880";https://twitter.com/gorohachi76/status/682987704427130880
cerotantra;2016/01/01 13:12;2;1;"GABINETE DE @EnriquePenalosa Si hermano y padre d María Consuelo Araújo (Secretaría I S)tiene vínculos con paramilitares q se puede esperar";Bogotá, D.C., Colombia;@EnriquePenalosa;;"682987679580073985";https://twitter.com/cerotantra/status/682987679580073985
OrgulloLGBT;2016/01/01 13:11;2;3;"@r_Montenegro Director http://www.orgullollgbt.co  hace análisis de discurso @EnriquePenalosa #BogotaMejorParaTodospic.twitter.com/FB7ZBrrffJ";Bogotá, D.C., Colombia;@r_Montenegro @EnriquePenalosa;#BogotaMejorParaTodospic;"682987607983308801";https://twitter.com/OrgulloLGBT/status/682987607983308801
saladereaccion;2016/01/01 13:11;15;20;"#Bogotá No habrá milagros pero estamos preparados para asumir los retos": Peñalosa ¿Por qué no dijo eso en campaña, marico @EnriquePenalosa?";;@EnriquePenalosa;#Bogot;"682987572985999362";https://twitter.com/saladereaccion/status/682987572985999362
JACD78;2016/01/01 13:11;3;1;"@German_Vargas @EnriquePenalosa @EnriquePenalosa @Citytv @Prensa_Alcaldia @ViceColombia si un buen alcalde como no..pic.twitter.com/OGaV16xje2";;@German_Vargas @EnriquePenalosa @EnriquePenalosa @Citytv @Prensa_Alcaldia @ViceColombia;;"682987557001539584";https://twitter.com/JACD78/status/682987557001539584
carlosvilma;2016/01/01 13:11;0;0;"#UrgeABogota legislar en materia Seguridad física, seguridad vial, movilidad, servicios públicos y drogadiccion. @EnriquePenalosa @Bogota_DC";;@EnriquePenalosa @Bogota_DC;#UrgeABogota;"682987502865641472";https://twitter.com/carlosvilma/status/682987502865641472
jamesarbelaez21;2016/01/01 13:11;1;0;"@IURISVERITAS2 @Claraaguilar11 @EnriquePenalosa En este caso sirve más a la ciudadanía y futuro de Colombia.. Peña tiene mañas ojo pues!!";;@IURISVERITAS2 @Claraaguilar11 @EnriquePenalosa;;"682987456581517312";https://twitter.com/jamesarbelaez21/status/682987456581517312
Velezperiodista;2016/01/01 13:10;0;0;"Retweeted Jineth Bedoya Lima ( @jbedoyalima): Ni una palabra de @EnriquePenalosa sobre papel de Bogotá en Proceso... http://fb.me/53QPok3Jt ";;@jbedoyalima @EnriquePenalosa;;"682987360313847809";https://twitter.com/Velezperiodista/status/682987360313847809
IGarzonVallejo;2016/01/01 13:10;0;2;"Éxitos a @EnriquePenalosa y a su equipo en su tarea de devolverle a Bogotá la esperanza y la cultura ciudadana de otras épocas.";Copacabana, Colombia;@EnriquePenalosa;;"682987326495145984";https://twitter.com/IGarzonVallejo/status/682987326495145984
cerotantra;2016/01/01 13:10;1;1;"GABINETE DE @EnriquePenalosa "Miguel uribe no tiene experiencia administrativa y es secretario general"";;@EnriquePenalosa;;"682987279787397120";https://twitter.com/cerotantra/status/682987279787397120
JavierAdaime;2016/01/01 13:10;2;2;"Se requiere estar muy enguayabado para aplaudir el discurso de @EnriquePenalosa";;@EnriquePenalosa;;"682987227618631680";https://twitter.com/JavierAdaime/status/682987227618631680
sony_ca21;2016/01/01 13:10;2;2;""No habrá milagros"...¡Ah, pero eso no lo dijo en campaña! @EnriquePenalosa Y pide paciencia...vayan viendo...";;@EnriquePenalosa;;"682987209365000192";https://twitter.com/sony_ca21/status/682987209365000192
mycromia;2016/01/01 13:10;0;1;"Bienvenido 2016 Bienvenido @EnriquePenalosa #bienvenidaBogotá https://twitter.com/Prensa_Alcaldia/status/682966553307000833 …";;@EnriquePenalosa;#bienvenidaBogot;"682987170714509312";https://twitter.com/mycromia/status/682987170714509312
CanalCapital;2016/01/01 13:10;7;3;"Un total de 32 funcionarios tomaron posesión de sus cargos en posesión de @EnriquePenalosa #BogotaMejorParaTodospic.twitter.com/fnFjx9BPdb";;@EnriquePenalosa;#BogotaMejorParaTodospic;"682987169649065984";https://twitter.com/CanalCapital/status/682987169649065984
luisferincar;2016/01/01 13:10;0;0;"@EnriquePenalosa a trabajar y no nos decepcioné alcalde. Bogotá para todos! https://twitter.com/Bogota_DC/status/682981413113696256 …";;@EnriquePenalosa;;"682987166138499073";https://twitter.com/luisferincar/status/682987166138499073
luisedocalle;2016/01/01 13:10;1;0;"@blogpaisbizarro No olvidar x favor q el eterno candidato para presidente @EnriquePenalosa quiere a Farc con curules y estrechar a TIMO";;@blogpaisbizarro @EnriquePenalosa;;"682987164209143808";https://twitter.com/luisedocalle/status/682987164209143808
papelysignos;2016/01/01 13:09;0;0;"@andresamad @EnriquePenalosa Pero la construcción cerca de humedales está prohibida por ley. Estas zonas están protegidas.";;@andresamad @EnriquePenalosa;;"682987132185653248";https://twitter.com/papelysignos/status/682987132185653248
LfRrivera;2016/01/01 13:09;0;0;"Felicitaciones @EnriquePenalosa. Mi voto y mi confianza continúan estando de su lado. Todos seremos mejores para que #RecuperemosBogota";;@EnriquePenalosa;#RecuperemosBogota;"682987089638600704";https://twitter.com/LfRrivera/status/682987089638600704
capdiaz;2016/01/01 13:09;3;5;"Este es el gabinete de @EnriquePenalosa #BogotaMejorParaTodos http://ow.ly/Wwfpw pic.twitter.com/cBBpn1fTN2";Bogotá, D.C., Colombia;@EnriquePenalosa;#BogotaMejorParaTodos;"682986925939142656";https://twitter.com/capdiaz/status/682986925939142656
andreagaviriaga;2016/01/01 13:09;0;1;"@NoticiasRCN @EnriquePenalosa @NoticiasCaracol bendiciones y espero pueda cambiarle la cara a mi madre adoptiva Bogotá que tanto merece! !!";;@NoticiasRCN @EnriquePenalosa @NoticiasCaracol;;"682986901817692160";https://twitter.com/andreagaviriaga/status/682986901817692160
Angelaleonreyes;2016/01/01 13:08;0;0;"#BogotaMejorParaTodos, ceso la horrible noche en Bogotá. Dios lo bendiga y lo ayude a cumplir con todas sus propuestas @EnriquePenalosa";;@EnriquePenalosa;#BogotaMejorParaTodos;"682986870159093760";https://twitter.com/Angelaleonreyes/status/682986870159093760
robveloza;2016/01/01 13:08;0;0;"@EnriquePenalosa rara vez confio tanto en un político como lo hice con usted, no nos vaya a fallar.....";;@EnriquePenalosa;;"682986823463878660";https://twitter.com/robveloza/status/682986823463878660
UltraEfficiency;2016/01/01 13:08;4;4;"Con la desafortunada posesión de @EnriquePenalosa llegan catastróficos anuncios. #SalvemosBogota.";;@EnriquePenalosa;#SalvemosBogota;"682986809584959488";https://twitter.com/UltraEfficiency/status/682986809584959488
chimiguila;2016/01/01 13:08;1;3;"@German_Vargas @EnriquePenalosa @Citytv @Prensa_Alcaldia @ViceColombia ... Mañana más cuentachistes..!!pic.twitter.com/Px2cA4CqUh";;@German_Vargas @EnriquePenalosa @Citytv @Prensa_Alcaldia @ViceColombia;;"682986799053058053";https://twitter.com/chimiguila/status/682986799053058053
JavierRondon01;2016/01/01 13:08;1;1;"@VLADDO @TransMilenio @EnriquePenalosa Señor Vladdo, se va a dedicar a criticar? Dia 1. Que pereza.";;@VLADDO @TransMilenio @EnriquePenalosa;;"682986677044940800";https://twitter.com/JavierRondon01/status/682986677044940800
camihoyos;2016/01/01 13:07;0;1;"Paciencia esfuerzo solidaridad optimismo y apoyo al alcalde @EnriquePenalosa Solo así tendremos una mejor #Bogotáhttps://twitter.com/bluradioco/status/682982235067277314 …";Cartagena, Colombia;@EnriquePenalosa;#Bogot;"682986571260375040";https://twitter.com/camihoyos/status/682986571260375040
jkvasquez01;2016/01/01 13:07;2;6;"@German_Vargas @EnriquePenalosa @Citytv @Prensa_Alcaldia @ViceColombia Q gran mentira buscando votos lleras.";;@German_Vargas @EnriquePenalosa @Citytv @Prensa_Alcaldia @ViceColombia;;"682986448023334912";https://twitter.com/jkvasquez01/status/682986448023334912
marcovallejob;2016/01/01 13:07;0;1;"@ticopineda @Luziferino @EnriquePenalosa @petrogustavo lógico, imposible nombrar jefe de seguridad a un guerrillero que se tomó el palacio j";;@ticopineda @Luziferino @EnriquePenalosa @petrogustavo;;"682986438867181569";https://twitter.com/marcovallejob/status/682986438867181569
She_y_viva;2016/01/01 13:07;0;0;"Me pregunto, la #BogotaHumana le entregó a @EnriquePenalosa las claves y usuarios de Twitter de las entidades que dejan? @ServiCiudadano";;@EnriquePenalosa @ServiCiudadano;#BogotaHumana;"682986428977037312";https://twitter.com/She_y_viva/status/682986428977037312
fernandoramosg1;2016/01/01 13:07;0;7;"Felicitaciones alcalde @EnriquePenalosa le deseo éxito en estos cuatro años. Muy buen cierre de su discurso: "Que Dios nos ayude" así será!";;@EnriquePenalosa;;"682986428117200900";https://twitter.com/fernandoramosg1/status/682986428117200900
carlosvilma;2016/01/01 13:07;0;0;"#UrgeABogota la creación de empleos para personas de MONC que sirvan en mantenimiento de espacios públicos @EnriquePenalosa @Bogota_DC";;@EnriquePenalosa @Bogota_DC;#UrgeABogota;"682986426925977601";https://twitter.com/carlosvilma/status/682986426925977601
MauroForeV;2016/01/01 13:06;0;0;"Bienvenido señor @EnriquePenalosa . Estamos en sus manos los que confiamos y votamos por usted";;@EnriquePenalosa;;"682986303575732224";https://twitter.com/MauroForeV/status/682986303575732224
camilofz45;2016/01/01 13:06;10;4;"Con la llegada de @EnriquePenalosa, @CanalCapital pasará a ser un canal público y no un medio de propaganda de la izquierda profariana.";;@EnriquePenalosa @CanalCapital;;"682986266028322817";https://twitter.com/camilofz45/status/682986266028322817
harry_1127;2016/01/01 13:06;0;1;"@YehiniCarolina @EnriquePenalosa @petrogustavo esperemos si prosperan";Bogotá, D.C., Colombia;@YehiniCarolina @EnriquePenalosa @petrogustavo;;"682986265688576001";https://twitter.com/harry_1127/status/682986265688576001
German_Vargas;2016/01/01 13:06;180;202;". @EnriquePenalosa ha sido de los mejores alcaldes de Bogotá y vuelve cuando se necesita un cambio profundo ¡Éxitos! pic.twitter.com/vvo2yLejbG";;@EnriquePenalosa;;"682986160185040896";https://twitter.com/German_Vargas/status/682986160185040896
EduardoARinconL;2016/01/01 13:05;0;2;"Bogotá tiene sus prioridades en seguridad y movilidad, espero que en 4 años @EnriquePenalosa mejore estos aspectos para seguir avanzando.";;@EnriquePenalosa;;"682986100340748289";https://twitter.com/EduardoARinconL/status/682986100340748289
encantoBOG;2016/01/01 13:05;0;1;"#Bogotá estrena #alcalde @EnriquePenalosa empieza un nuevo capítulo para la ciudad pero el compromiso es de todos! https://twitter.com/Bogota_DC/status/682983812448518144 …";;@EnriquePenalosa;#Bogot #alcalde;"682985984779235330";https://twitter.com/encantoBOG/status/682985984779235330
OrgulloLGBT;2016/01/01 13:05;3;6;"Tranquiliza @EnriquePenalosa cuando afirma q quiere una ciudad sin MACHISMO ni MATONERÍA. Respeto #DiversidadSexualpic.twitter.com/6MK2Osh9Qs";Bogotá, D.C., Colombia;@EnriquePenalosa;#DiversidadSexualpic;"682985928378466306";https://twitter.com/OrgulloLGBT/status/682985928378466306
ValeAyala2012;2016/01/01 13:04;6;2;"@AUGUSTOOCAMPO @Angiegars @EnriquePenalosa Seguimos siendo distintos por fortuna la generación de la paz somos más.";;@AUGUSTOOCAMPO @Angiegars @EnriquePenalosa;;"682985873286238208";https://twitter.com/ValeAyala2012/status/682985873286238208
hector1porras;2016/01/01 13:04;2;1;"@Bunkerglo @germanayalaosor @EnriquePenalosa falto el hip hop humano....";;@Bunkerglo @germanayalaosor @EnriquePenalosa;;"682985864633421824";https://twitter.com/hector1porras/status/682985864633421824
luzterra;2016/01/01 13:04;1;4;"@FilthyPereza @EnriquePenalosa nada de eso, ya adjudicó el primer contrato a dedo para la compra de parasoles pic.twitter.com/iO3BpKUMpm";;@FilthyPereza @EnriquePenalosa;;"682985861143724033";https://twitter.com/luzterra/status/682985861143724033
andresamad;2016/01/01 13:04;1;0;"@papelysignos @EnriquePenalosa por su plan inmobiliario en zonas de o cerca de humedales además de encementar el río Bogotá entre otros";;@papelysignos @EnriquePenalosa;;"682985817732726784";https://twitter.com/andresamad/status/682985817732726784
Mauricio725;2016/01/01 13:04;0;1;"Por una mejor Ciudad. Bienvenido Alcalde @EnriquePenalosa. Dios nos guíe en este nuevo proceso por una mejor calidad de ciudad para #Bogotá";;@EnriquePenalosa;#Bogot;"682985665999540224";https://twitter.com/Mauricio725/status/682985665999540224
fjcastillomonro;2016/01/01 13:04;0;0;"Eso se sabia senador, a @EnriquePenalosa no le interesa el #Metro quiere llenar la ciudad de buses articulados.https://twitter.com/jerobledo/status/682622543241568256 …";;@EnriquePenalosa;#Metro;"682985657011142656";https://twitter.com/fjcastillomonro/status/682985657011142656
GerardoSL91;2016/01/01 13:03;0;0;"Felicitaciones al nuevo Alcalde dBtá @EnriquePenalosa estaremos prestos a trabajar d forma constructiva pero crítica pic.twitter.com/Xkz8h6W2d6";;@EnriquePenalosa;;"682985556444327936";https://twitter.com/GerardoSL91/status/682985556444327936
mistermagu72;2016/01/01 13:03;2;1;"@AUGUSTOOCAMPO @EnriquePenalosa #GraciasPetro #GraciasPetro #GraciasPetro #GraciasPetro #GraciasPetro #GraciasPetro él le cumplió a BOGOTA";;@AUGUSTOOCAMPO @EnriquePenalosa;#GraciasPetro #GraciasPetro #GraciasPetro #GraciasPetro #GraciasPetro #GraciasPetro;"682985522659246080";https://twitter.com/mistermagu72/status/682985522659246080
luzterra;2016/01/01 13:03;0;2;"@EnriquePenalosa ufff sol que no soporta la oligarquía asistente. Primer contrato a dedo en la compra de parasoles?? pic.twitter.com/uRUm4smBXZ";;@EnriquePenalosa;;"682985508536979456";https://twitter.com/luzterra/status/682985508536979456
davidbernald;2016/01/01 13:03;1;1;"@petrogustavo ya exalcalde, deje de sufrir, nosotros ya lo hicimos desde ayer, llegó el cambio y para bien a Bogotá con @EnriquePenalosa!!!";Colombia;@petrogustavo @EnriquePenalosa;;"682985486965694465";https://twitter.com/davidbernald/status/682985486965694465
jmendozaduque;2016/01/01 13:03;1;2;"@jbedoyalima @EnriquePenalosa @carlosfgalan @JuanManSantos porque no lo dejas gobernar y después críticas....";;@jbedoyalima @EnriquePenalosa @carlosfgalan @JuanManSantos;;"682985471509671937";https://twitter.com/jmendozaduque/status/682985471509671937
pattyko111;2016/01/01 13:03;1;2;"@luciabastidasu @EnriquePenalosa Muchas Felicidades, #Bogotá se merece este nuevo año la mejores personas trabajando por ella.";;@luciabastidasu @EnriquePenalosa;#Bogot;"682985460868734976";https://twitter.com/pattyko111/status/682985460868734976
taxelectricos;2016/01/01 13:03;0;0;"El Alcalde @EnriquePenalosa saluda a los invitados en la Plaza de Bolívar, y se dirigirá al Palacio de Liévano. #BogotáMejorParaTodos";;@EnriquePenalosa;#Bogot;"682985437544198146";https://twitter.com/taxelectricos/status/682985437544198146
jkvasquez01;2016/01/01 13:03;4;2;"@BluRadioCo @EnriquePenalosa Jaja salvarla o devolversela a los q x muchos años la estavan robando y q los habían corrido esos son.";;@BluRadioCo @EnriquePenalosa;;"682985390261813248";https://twitter.com/jkvasquez01/status/682985390261813248
ilelaL;2016/01/01 13:02;0;0;"Ojalá @EnriquePenalosa cumpla todo eso tan lindo que dijo en el discurso #bogotamejorparatodos";;@EnriquePenalosa;#bogotamejorparatodos;"682985343067549700";https://twitter.com/ilelaL/status/682985343067549700
IvonneTriana;2016/01/01 13:02;0;0;"Confio q @EnriquePenalosa va a seguir con los programas de la #Bogotahumana pq merecen continuidad al tiempo q ordenara lo q Petro descuido!";;@EnriquePenalosa;#Bogotahumana;"682985309898960896";https://twitter.com/IvonneTriana/status/682985309898960896
pedrozapatag;2016/01/01 13:02;0;0;"'Bogotá tendrá el mejor transporte público del mundo en desarrollo' @EnriquePenalosa http://www.eltiempo.com/bogota/posesion-de-enrique-penalosa-como-alcalde-de-bogota/16470625 …";;@EnriquePenalosa;;"682985277246320640";https://twitter.com/pedrozapatag/status/682985277246320640
NataCanela_;2016/01/01 13:02;0;0;"Por una nueva oportunidad para Bogotá....Apoyo al señor Alcalde @EnriquePenalosa #BogotaMejorParaTodos";;@EnriquePenalosa;#BogotaMejorParaTodos;"682985262889172992";https://twitter.com/NataCanela_/status/682985262889172992
AlcaldiaBogota;2016/01/01 13:02;15;19;"Alcalde Mayor de Bogotá @EnriquePenalosa ingresa al Palacio de Lievano #BogotaMejorParaTodospic.twitter.com/km2NjanviQ";;@EnriquePenalosa;#BogotaMejorParaTodospic;"682985234619576320";https://twitter.com/AlcaldiaBogota/status/682985234619576320
AlcaldiaBogota;2016/01/01 13:02;2;6;"Alcalde @EnriquePenalosa y su familia en el palacio Liévano pic.twitter.com/sbRIaoKGa4";;@EnriquePenalosa;;"682985205603385344";https://twitter.com/AlcaldiaBogota/status/682985205603385344
